run_id,config_id,protein,split,method,seed,backend,n_energy_evaluations,elapsed_s,method_step,objective_eval,restart,best_energy,best_bitstring,cvar,ca_rmsd_angstrom,ca_rmsd_ensemble_min
cd51804d4cdfcc3d,f6295ae35f7c,1UAO,development,vqe,1,direct,1501,43.173527002334595,,265,0,-361.78535566147485,0110010111111110101100,-358.03476594903844,4.385195421228828,3.6056260843277115
cd51804d4cdfcc3d,f6295ae35f7c,1UAO,development,vqe,1,direct,1520,43.71757388114929,,271,0,-361.78535566147485,0110010111111110101100,-354.60422952627914,4.385195421228828,3.6056260843277115
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,106,4.297640085220337,,15,0,-351.7784272063862,0101010100101110100110,-348.83513165171564,3.455267124565432,3.027669695500661
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,202,6.777315139770508,,29,0,-361.1350921918638,0101000000001110110100,-349.80974103327696,4.99806101758423,4.275451843883488
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,300,9.290524959564209,,43,0,-361.1350921918638,0101000000001110110100,-351.8462931076564,4.99806101758423,4.275451843883488
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,402,12.02374815940857,,58,0,-361.1350921918638,0101000000001110110100,-351.3196109700049,4.99806101758423,4.275451843883488
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,502,14.653276205062866,,73,0,-361.1350921918638,0101000000001110110100,-351.3202876651254,4.99806101758423,4.275451843883488
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,603,17.38739514350891,,88,0,-363.2810791608576,0110100111111101110000,-355.83732960616936,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,702,19.956361055374146,,103,0,-363.2810791608576,0110100111111101110000,-351.65872781127393,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,801,22.651395082473755,,120,0,-363.2810791608576,0110100111111101110000,-354.12850555220393,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,905,25.59930920600891,,139,0,-363.2810791608576,0110100111111101110000,-356.36165801321135,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1003,28.476555109024048,,162,0,-363.2810791608576,0110100111111101110000,-351.7089078848037,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1100,31.11357021331787,,185,0,-363.2810791608576,0110100111111101110000,-357.2747189193741,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1202,33.95997333526611,,208,0,-363.2810791608576,0110100111111101110000,-355.0122896938408,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1301,36.98295021057129,,229,0,-363.2810791608576,0110100111111101110000,-351.0679673961088,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1404,40.0353741645813,,255,0,-363.2810791608576,0110100111111101110000,-348.1512097416021,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1502,42.86944222450256,,277,0,-363.2810791608576,0110100111111101110000,-355.69627776786285,4.469643700855873,3.768204368074664
0549b1496274904a,f6295ae35f7c,1UAO,development,vqe,2,direct,1520,43.39607214927673,,283,0,-363.2810791608576,0110100111111101110000,-350.75255677916846,4.469643700855873,3.768204368074664
